id,title,categories,abstract
1704.06563,"Extruded Mg based hybrid composite alloys studied by longitudinal
  impression creep",physics.app-ph cond-mat.mtrl-sci,"  The creep behaviour of a creep-resistant AE42 magnesium alloy reinforced with
Saffil short fibres and SiC particulates in various combinations has been
examined in the longitudinal direction, i.e., the plane containing random fibre
orientation was parallel to the loading direction, in the temperature range of
175-300 C at the stress levels ranging from 60 to 140 MPa using impression
creep test technique. At 175 C, normal creep behaviour, i.e., strain rate
decreasing with strain and then reaching a steady state, is observed at all the
stresses employed. At 240 C, normal creep behaviour is observed up to 80 MPa
and reverse creep behaviour, i.e., strain rate increasing with strain, then
reaching a steady state and again decreasing, is observed above that stress. At
300 C, reverse creep behaviour is observed at all the stresses employed. This
pattern remains the same for all the composites. The reverse creep behaviour is
found to be associated with the fibre breakage. The stress exponent is found to
be very high for all the composites. However, after taking the threshold stress
into account, the stress exponent varies from 3.9 to 7.0, which suggests
viscous glide and dislocation climb being the dominant creep mechanisms. The
apparent activation energy Qc was not calculated due to insufficient data at
any stress level either for normal or reverse creep behaviour. The creep
resistance of the hybrid composites is found to be comparable to that of the
composite reinforced with 20% Saffil short fibres at all the temperatures and
stress levels investigated.
"
0803.0146,"Polynomial time algorithms for bi-criteria, multi-objective and ratio
  problems in clustering and imaging. Part I: Normalized cut and ratio regions",cs.CV cs.DM,"  Partitioning and grouping of similar objects plays a fundamental role in
image segmentation and in clustering problems. In such problems a typical goal
is to group together similar objects, or pixels in the case of image
processing. At the same time another goal is to have each group distinctly
dissimilar from the rest and possibly to have the group size fairly large.
These goals are often combined as a ratio optimization problem. One example of
such problem is the normalized cut problem, another is the ratio regions
problem. We devise here the first polynomial time algorithms solving these
problems optimally. The algorithms are efficient and combinatorial. This
contrasts with the heuristic approaches used in the image segmentation
literature that formulate those problems as nonlinear optimization problems,
which are then relaxed and solved with spectral techniques in real numbers.
These approaches not only fail to deliver an optimal solution, but they are
also computationally expensive. The algorithms presented here use as a
subroutine a minimum $s,t-cut procedure on a related graph which is of
polynomial size. The output consists of the optimal solution to the respective
ratio problem, as well as a sequence of nested solution with respect to any
relative weighting of the objectives of the numerator and denominator.
  An extension of the results here to bi-criteria and multi-criteria objective
functions is presented in part II.
"
0704.0098,Sparsely-spread CDMA - a statistical mechanics based analysis,cs.IT math.IT,"  Sparse Code Division Multiple Access (CDMA), a variation on the standard CDMA
method in which the spreading (signature) matrix contains only a relatively
small number of non-zero elements, is presented and analysed using methods of
statistical physics. The analysis provides results on the performance of
maximum likelihood decoding for sparse spreading codes in the large system
limit. We present results for both cases of regular and irregular spreading
matrices for the binary additive white Gaussian noise channel (BIAWGN) with a
comparison to the canonical (dense) random spreading code.
"
0902.2187,A Standalone Markerless 3D Tracker for Handheld Augmented Reality,cs.CV cs.GR cs.MM,"  This paper presents an implementation of a markerless tracking technique
targeted to the Windows Mobile Pocket PC platform. The primary aim of this work
is to allow the development of standalone augmented reality applications for
handheld devices based on natural feature tracking. In order to achieve this
goal, a subset of two computer vision libraries was ported to the Pocket PC
platform. They were also adapted to use fixed point math, with the purpose of
improving the overall performance of the routines. The port of these libraries
opens up the possibility of having other computer vision tasks being executed
on mobile platforms. A model based tracking approach that relies on edge
information was adopted. Since it does not require a high processing power, it
is suitable for constrained devices such as handhelds. The OpenGL ES graphics
library was used to perform computer vision tasks, taking advantage of existing
graphics hardware acceleration. An augmented reality application was created
using the implemented technique and evaluations were done regarding tracking
performance and accuracy
"
0704.1928,Highly turbulent solutions of LANS-alpha and their LES potential,physics.flu-dyn nlin.CD,"  We compute solutions of the Lagrangian-Averaged Navier-Stokes alpha-model
(LANS) for significantly higher Reynolds numbers (up to Re 8300) than have
previously been accomplished. This allows sufficient separation of scales to
observe a Navier-Stokes (NS) inertial range followed by a 2nd LANS inertial
range. The analysis of the third-order structure function scaling supports the
predicted l^3 scaling; it corresponds to a k^(-1) scaling of the energy
spectrum. The energy spectrum itself shows a different scaling which goes as
k^1. This latter spectrum is consistent with the absence of stretching in the
sub-filter scales due to the Taylor frozen-in hypothesis employed as a closure
in the derivation of LANS. These two scalings are conjectured to coexist in
different spatial portions of the flow. The l^3 (E(k) k^(-1)) scaling is
subdominant to k^1 in the energy spectrum, but the l^3 scaling is responsible
for the direct energy cascade, as no cascade can result from motions with no
internal degrees of freedom. We verify the prediction for the size of the LANS
attractor resulting from this scaling. From this, we give a methodology either
for arriving at grid-independent solutions for LANS, or for obtaining a
formulation of a LES optimal in the context of the alpha models. The fully
converged grid-independent LANS may not be the best approximation to a direct
numerical simulation of the NS equations since the minimum error is a balance
between truncation errors and the approximation error due to using LANS instead
of the primitive equations. Furthermore, the small-scale behavior of LANS
contributes to a reduction of flux at constant energy, leading to a shallower
energy spectrum for large alpha. These small-scale features, do not preclude
LANS to reproduce correctly the intermittency properties of high Re flow.
"
1408.6122,"Game theory analysis for carbon auction market through electricity
  market coupling",q-fin.MF cs.GT,"  In this paper, we analyze Nash equilibria between electricity producers
selling their production on an electricity market and buying CO2 emission
allowances on an auction carbon market. The producers' strategies integrate the
coupling of the two markets via the cost functions of the electricity
production. We set out a clear Nash equilibrium on the power market that can be
used to compute equilibrium prices on both markets as well as the related
electricity produced and CO2 emissions released.
"
1308.4273,Adaptive matching pursuit for off-grid compressed sensing,eess.SP cs.IT math.IT,"  Compressive sensing (CS) can effectively recover a signal when it is sparse
in some discrete atoms. However, in some applications, signals are sparse in a
continuous parameter space, e.g., frequency space, rather than discrete atoms.
Usually, we divide the continuous parameter into finite discrete grid points
and build a dictionary from these grid points. However, the actual targets may
not exactly lie on the grid points no matter how densely the parameter is
grided, which introduces mismatch between the predefined dictionary and the
actual one. In this article, a novel method, namely adaptive matching pursuit
with constrained total least squares (AMP-CTLS), is proposed to find actual
atoms even if they are not included in the initial dictionary. In AMP-CTLS, the
grid and the dictionary are adaptively updated to better agree with
measurements. The convergence of the algorithm is discussed, and numerical
experiments demonstrate the advantages of AMP-CTLS.
"
0705.0952,An Independent Evaluation of Subspace Face Recognition Algorithms,cs.CV,"  This paper explores a comparative study of both the linear and kernel
implementations of three of the most popular Appearance-based Face Recognition
projection classes, these being the methodologies of Principal Component
Analysis, Linear Discriminant Analysis and Independent Component Analysis. The
experimental procedure provides a platform of equal working conditions and
examines the ten algorithms in the categories of expression, illumination,
occlusion and temporal delay. The results are then evaluated based on a
sequential combination of assessment tools that facilitate both intuitive and
statistical decisiveness among the intra and interclass comparisons. The best
categorical algorithms are then incorporated into a hybrid methodology, where
the advantageous effects of fusion strategies are considered.
"
0901.3173,"Whilst this Planet Has Gone Cycling On: What Role for Periodic
  Astronomical Phenomena in Large Scale Patterns in the History of Life?",astro-ph.EP astro-ph.GA physics.bio-ph physics.geo-ph q-bio.PE,"  One of the longstanding debates in the history of paleontology focuses on the
issue of whether or not there have been long term cycles (operating over tens
of millions of years) in biodiversity and extinction. Here we consider the
history of this debate by connecting the skein from Grabau up to 2008. We focus
on the evidence for periodicity that has emerged thus far, and conclude that
there is indeed some evidence that periodicity may be real, though of course
more work is needed. We also comment on possible causal mechanisms, focusing
especially on the motion of our solar system in the Galaxy. Moreover, we
consider the reasons why some scientists have opposed periodicity over the
years. Finally, we consider the significance of this for our understanding of
evolution and the history of life.
"
0804.1448,Fast k Nearest Neighbor Search using GPU,cs.CV cs.DC,"  The recent improvements of graphics processing units (GPU) offer to the
computer vision community a powerful processing platform. Indeed, a lot of
highly-parallelizable computer vision problems can be significantly accelerated
using GPU architecture. Among these algorithms, the k nearest neighbor search
(KNN) is a well-known problem linked with many applications such as
classification, estimation of statistical properties, etc. The main drawback of
this task lies in its computation burden, as it grows polynomially with the
data size. In this paper, we show that the use of the NVIDIA CUDA API
accelerates the search for the KNN up to a factor of 120.
"
0704.2644,"Joint universal lossy coding and identification of stationary mixing
  sources",cs.IT cs.LG math.IT,"  The problem of joint universal source coding and modeling, treated in the
context of lossless codes by Rissanen, was recently generalized to fixed-rate
lossy coding of finitely parametrized continuous-alphabet i.i.d. sources. We
extend these results to variable-rate lossy block coding of stationary ergodic
sources and show that, for bounded metric distortion measures, any finitely
parametrized family of stationary sources satisfying suitable mixing,
smoothness and Vapnik-Chervonenkis learnability conditions admits universal
schemes for joint lossy source coding and identification. We also give several
explicit examples of parametric sources satisfying the regularity conditions.
"
0706.1019,Probabilistic Anonymity and Admissible Schedulers,cs.CR,"  When studying safety properties of (formal) protocol models, it is customary
to view the scheduler as an adversary: an entity trying to falsify the safety
property. We show that in the context of security protocols, and in particular
of anonymizing protocols, this gives the adversary too much power; for
instance, the contents of encrypted messages and internal computations by the
parties should be considered invisible to the adversary.
  We restrict the class of schedulers to a class of admissible schedulers which
better model adversarial behaviour. These admissible schedulers base their
decision solely on the past behaviour of the system that is visible to the
adversary.
  Using this, we propose a definition of anonymity: for all admissible
schedulers the identity of the users and the observations of the adversary are
independent stochastic variables. We also develop a proof technique for typical
cases that can be used to proof anonymity: a system is anonymous if it is
possible to `exchange' the behaviour of two users without the adversary
`noticing'.
"
0704.0035,"Convergence of the discrete dipole approximation. II. An extrapolation
  technique to increase the accuracy",physics.optics physics.comp-ph,"  We propose an extrapolation technique that allows accuracy improvement of the
discrete dipole approximation computations. The performance of this technique
was studied empirically based on extensive simulations for 5 test cases using
many different discretizations. The quality of the extrapolation improves with
refining discretization reaching extraordinary performance especially for
cubically shaped particles. A two order of magnitude decrease of error was
demonstrated. We also propose estimates of the extrapolation error, which were
proven to be reliable. Finally we propose a simple method to directly separate
shape and discretization errors and illustrated this for one test case.
"
0711.3452,In memoriam Maurice Gross,cs.CL,"  Maurice Gross (1934-2001) was both a great linguist and a pioneer in natural
language processing. This article is written in homage to his memory
"
0705.0561,Iterative Rounding for the Closest String Problem,cs.DS cs.CC,"  The closest string problem is an NP-hard problem, whose task is to find a
string that minimizes maximum Hamming distance to a given set of strings. This
can be reduced to an integer program (IP). However, to date, there exists no
known polynomial-time algorithm for IP. In 2004, Meneses et al. introduced a
branch-and-bound (B & B) method for solving the IP problem. Their algorithm is
not always efficient and has the exponential time complexity. In the paper, we
attempt to solve efficiently the IP problem by a greedy iterative rounding
technique. The proposed algorithm is polynomial time and much faster than the
existing B & B IP for the CSP. If the number of strings is limited to 3, the
algorithm is provably at most 1 away from the optimum. The empirical results
show that in many cases we can find an exact solution. Even though we fail to
find an exact solution, the solution found is very close to exact solution.
"
0704.2544,Existence Proofs of Some EXIT Like Functions,cs.IT math.IT,"  The Extended BP (EBP) Generalized EXIT (GEXIT) function introduced in
\cite{MMRU05} plays a fundamental role in the asymptotic analysis of sparse
graph codes. For transmission over the binary erasure channel (BEC) the
analytic properties of the EBP GEXIT function are relatively simple and well
understood. The general case is much harder and even the existence of the curve
is not known in general. We introduce some tools from non-linear analysis which
can be useful to prove the existence of EXIT like curves in some cases. The
main tool is the Krasnoselskii-Rabinowitz (KR) bifurcation theorem.
"
0705.0511,"Vibration-Induced Conductivity Fluctuation Measurement for Soil Bulk
  Density Analysis",physics.ins-det physics.gen-ph,"  Soil bulk density affects water storage, water and nutrient movement, and
plant root activity in the soil profile. Its measurement is difficult in field
conditions. Vibration-induced conductivity fluctuation was investigated to
quantify soil bulk density with possible field applications in the future. The
AC electrical conductivity of soil was measured using a pair of blade-like
electrodes while exposing the soil to periodic vibration. The blades were
positioned longitudinally and transversally to the direction of the induced
vibration to enable the calculation of a normalized index. The normalized index
was expected to provide data independent from the vibration strength and to
reduce the effect of soil salinity and water content. The experiment was
conducted on natural and salinized fine sand at two moisture conditions and
four bulk densities. The blade-shaped electrodes improved electrode-soil
contact compared to cylindrical electrodes, and thereby, reduced measurement
noise. Simulations on a simplified resistor lattice indicate that the
transversal effect increases as soil bulk density decreases. Measurement of dry
sand showed a negative correlation between the normalized conductivity
fluctuation and soil bulk density for both longitudinal and transversal
settings. The decrease in the transversal signal was smaller than expected. The
wet natural and salinized soils performed very similarly as hypothesized, but
their normalized VICOF response was not significant to bulk density changes.
"
0801.4807,Automatic Text Area Segmentation in Natural Images,cs.CV,"  We present a hierarchical method for segmenting text areas in natural images.
The method assumes that the text is written with a contrasting color on a more
or less uniform background. But no assumption is made regarding the language or
character set used to write the text. In particular, the text can contain
simple graphics or symbols. The key feature of our approach is that we first
concentrate on finding the background of the text, before testing whether there
is actually text on the background. Since uniform areas are easy to find in
natural images, and since text backgrounds define areas which contain ""holes""
(where the text is written) we thus look for uniform areas containing ""holes""
and label them as text backgrounds candidates. Each candidate area is then
further tested for the presence of text within its convex hull. We tested our
method on a database of 65 images including English and Urdu text. The method
correctly segmented all the text areas in 63 of these images, and in only 4 of
these were areas that do not contain text also segmented.
"
0707.1639,Interface groups and financial transfer architectures,cs.SE,"  Analytic execution architectures have been proposed by the same authors as a
means to conceptualize the cooperation between heterogeneous collectives of
components such as programs, threads, states and services. Interface groups
have been proposed as a means to formalize interface information concerning
analytic execution architectures. These concepts are adapted to organization
architectures with a focus on financial transfers. Interface groups (and
monoids) now provide a technique to combine interface elements into interfaces
with the flexibility to distinguish between directions of flow dependent on
entity naming.
  The main principle exploiting interface groups is that when composing a
closed system of a collection of interacting components, the sum of their
interfaces must vanish in the interface group modulo reflection. This certainly
matters for financial transfer interfaces.
  As an example of this, we specify an interface group and within it some
specific interfaces concerning the financial transfer architecture for a part
of our local academic organization.
  Financial transfer interface groups arise as a special case of more general
service architecture interfaces.
"
0704.1506,Measuring two-photon orbital angular momentum entanglement,quant-ph physics.optics,"  We put forward an approach to estimate the amount of bipartite spatial
entanglement of down-converted photon states correlated in orbital angular
momentum and the magnitude of the transverse (radial) wave vectors. Both
degrees of freedom are properly considered in our framework, which only
requires azimuthal local linear optical transformations and mode selection
analysis with two fiber detectors. The coincidence distributions predicted by
our approach give an excellent fit to the distributions measured in a recent
experiment aimed to show the very high-dimensional transverse entanglement of
twin photons from a down-conversion source. Our estimate for the Schmidt number
is substantially lower but still confirms the presence of high-dimensional
entanglement.
"
0810.2434,Faster and better: a machine learning approach to corner detection,cs.CV cs.LG,"  The repeatability and efficiency of a corner detector determines how likely
it is to be useful in a real-world application. The repeatability is importand
because the same scene viewed from different positions should yield features
which correspond to the same real-world 3D locations [Schmid et al 2000]. The
efficiency is important because this determines whether the detector combined
with further processing can operate at frame rate.
  Three advances are described in this paper. First, we present a new heuristic
for feature detection, and using machine learning we derive a feature detector
from this which can fully process live PAL video using less than 5% of the
available processing time. By comparison, most other detectors cannot even
operate at frame rate (Harris detector 115%, SIFT 195%). Second, we generalize
the detector, allowing it to be optimized for repeatability, with little loss
of efficiency. Third, we carry out a rigorous comparison of corner detectors
based on the above repeatability criterion applied to 3D scenes. We show that
despite being principally constructed for speed, on these stringent tests, our
heuristic detector significantly outperforms existing feature detectors.
Finally, the comparison demonstrates that using machine learning produces
significant improvements in repeatability, yielding a detector that is both
very fast and very high quality.
"
0802.3528,"Wavelet and Curvelet Moments for Image Classification: Application to
  Aggregate Mixture Grading",cs.CV,"  We show the potential for classifying images of mixtures of aggregate, based
themselves on varying, albeit well-defined, sizes and shapes, in order to
provide a far more effective approach compared to the classification of
individual sizes and shapes. While a dominant (additive, stationary) Gaussian
noise component in image data will ensure that wavelet coefficients are of
Gaussian distribution, long tailed distributions (symptomatic, for example, of
extreme values) may well hold in practice for wavelet coefficients. Energy (2nd
order moment) has often been used for image characterization for image
content-based retrieval, and higher order moments may be important also, not
least for capturing long tailed distributional behavior. In this work, we
assess 2nd, 3rd and 4th order moments of multiresolution transform -- wavelet
and curvelet transform -- coefficients as features. As analysis methodology,
taking account of image types, multiresolution transforms, and moments of
coefficients in the scales or bands, we use correspondence analysis as well as
k-nearest neighbors supervised classification.
"
0704.0870,"Proposal for an Enhanced Optical Cooling System Test in an Electron
  Storage Ring",physics.acc-ph,"  We are proposing to test experimentally the new idea of Enhanced Optical
Cooling (EOC) in an electron storage ring. This experiment will confirm new
fundamental processes in beam physics and will demonstrate new unique
possibilities with this cooling technique. It will open important applications
of EOC in nuclear physics, elementary particle physics and in Light Sources
(LS) based on high brightness electron and ion beams.
"
0707.4032,One-way Hash Function Based on Neural Network,cs.CR cs.NE,"  A hash function is constructed based on a three-layer neural network. The
three neuron-layers are used to realize data confusion, diffusion and
compression respectively, and the multi-block hash mode is presented to support
the plaintext with variable length. Theoretical analysis and experimental
results show that this hash function is one-way, with high key sensitivity and
plaintext sensitivity, and secure against birthday attacks or
meet-in-the-middle attacks. Additionally, the neural network's property makes
it practical to realize in a parallel way. These properties make it a suitable
choice for data signature or authentication.
"
0901.1919,"Linearized SQUID Array (LISA) for High Bandwidth Frequency-Domain
  Readout Multiplexing",astro-ph.IM physics.ins-det,"  We have designed and demonstrated a Superconducting Quantum Interference
Device (SQUID) array linearized with cryogenic feedback. To achieve the
necessary loop gain a 300 element series array SQUID is constructed from three
monolithic 100-element series arrays. A feedback resistor completes the loop
from the SQUID output to the input coil. The short feedback path of this
Linearized SQUID Array (LISA) allows for a substantially larger flux-locked
loop bandwidth as compared to a SQUID flux-locked loop that includes a room
temperature amplifier. The bandwidth, linearity, noise performance, and dynamic
range of the LISA are sufficient for its use in our target application: the
multiplexed readout of transition-edge sensor bolometers.
"
0902.4663,Dipole Vectors in Images Processing,cs.CV,"  Instead of evaluating the gradient field of the brightness map of an image,
we propose the use of dipole vectors. This approach is obtained by adapting to
the image gray-tone distribution the definition of the dipole moment of charge
distributions. We will show how to evaluate the dipoles and obtain a vector
field, which can be a good alternative to the gradient field in pattern
recognition.
"
0806.1796,Evaluation for Uncertain Image Classification and Segmentation,cs.CV cs.AI,"  Each year, numerous segmentation and classification algorithms are invented
or reused to solve problems where machine vision is needed. Generally, the
efficiency of these algorithms is compared against the results given by one or
many human experts. However, in many situations, the location of the real
boundaries of the objects as well as their classes are not known with certainty
by the human experts. Furthermore, only one aspect of the segmentation and
classification problem is generally evaluated. In this paper we present a new
evaluation method for classification and segmentation of image, where we take
into account both the classification and segmentation results as well as the
level of certainty given by the experts. As a concrete example of our method,
we evaluate an automatic seabed characterization algorithm based on sonar
images.
"
0704.0492,Refuting the Pseudo Attack on the REESSE1+ Cryptosystem,cs.CR,"  We illustrate through example 1 and 2 that the condition at theorem 1 in [8]
dissatisfies necessity, and the converse proposition of fact 1.1 in [8] does
not hold, namely the condition Z/M - L/Ak < 1/(2 Ak^2) is not sufficient for
f(i) + f(j) = f(k). Illuminate through an analysis and ex.3 that there is a
logic error during deduction of fact 1.2, which causes each of fact 1.2, 1.3, 4
to be invalid. Demonstrate through ex.4 and 5 that each or the combination of
qu+1 > qu * D at fact 4 and table 1 at fact 2.2 is not sufficient for f(i) +
f(j) = f(k), property 1, 2, 3, 4, 5 each are invalid, and alg.1 based on fact 4
and alg.2 based on table 1 are disordered and wrong logically. Further,
manifest through a repeated experiment and ex.5 that the data at table 2 is
falsified, and the example in [8] is woven elaborately. We explain why Cx = Ax
* W^f(x) (% M) is changed to Cx = (Ax * W^f(x))^d (% M) in REESSE1+ v2.1. To
the signature fraud, we point out that [8] misunderstands the existence of T^-1
and Q^-1 % (M-1), and forging of Q can be easily avoided through moving H.
Therefore, the conclusion of [8] that REESSE1+ is not secure at all (which
connotes that [8] can extract a related private key from any public key in
REESSE1+) is fully incorrect, and as long as the parameter Omega is fitly
selected, REESSE1+ with Cx = Ax * W^f(x) (% M) is secure.
"
0704.2437,Multiple quantum wells for passive ultra short laser pulse generation,physics.optics,"  Solid state lasers are demanding independent control in the gain media and
cavity loss to achieve ultra short laser pulses using passive mode-locking.
Recently, laser mode-locking is achieved with a MBE structure with multiple
quantum wells, designed to achieve two functions; Bragg mirror and changes in
absorption to control the cavity dynamics. The use of an AlGaAs/AlAs Bragg
mirror with a 15 nm GaAs saturable absorber used in a Cr:LiSAF tuneable laser
proved to be effective to produce femtosecond pulses. The use of saturable
absorbers thus far is a trial and error procedure that is changing due to the
correlation with more predictive procedures.
"
0710.4829,AutoMoDe - Model-Based Development of Automotive Software,cs.SE,"  This paper describes first results from the AutoMoDe (Automotive Model-Based
Development) project. The overall goal of the project is to develop an
integrated methodology for model-based development of automotive control
software, based on problem-specific design notations with an explicit formal
foundation. Based on the existing AutoFOCUS framework, a tool prototype is
being developed in order to illustrate and validate the key elements of our
approach.
"
0704.0695,Photon splitting in a laser field,hep-ph physics.atom-ph,"  Photon splitting due to vacuum polarization in a laser field is considered.
Using an operator technique, we derive the amplitudes for arbitrary strength,
spectral content and polarization of the laser field. The case of a
monochromatic circularly polarized laser field is studied in detail and the
amplitudes are obtained as three-fold integrals. The asymptotic behavior of the
amplitudes for various limits of interest are investigated also in the case of
a linearly polarized laser field. Using the obtained results, the possibility
of experimental observation of the process is discussed.
"
0806.1156,"Utilisation des grammaires probabilistes dans les t\^aches de
  segmentation et d'annotation prosodique",cs.LG,"  Nous pr\'esentons dans cette contribution une approche \`a la fois symbolique
et probabiliste permettant d'extraire l'information sur la segmentation du
signal de parole \`a partir d'information prosodique. Nous utilisons pour ce
faire des grammaires probabilistes poss\'edant une structure hi\'erarchique
minimale. La phase de construction des grammaires ainsi que leur pouvoir de
pr\'ediction sont \'evalu\'es qualitativement ainsi que quantitativement.
  -----
  Methodologically oriented, the present work sketches an approach for prosodic
information retrieval and speech segmentation, based on both symbolic and
probabilistic information. We have recourse to probabilistic grammars, within
which we implement a minimal hierarchical structure. Both the stages of
probabilistic grammar building and its testing in prediction are explored and
quantitatively and qualitatively evaluated.
"
0704.0123,"Nonlinear Dynamics of the Phonon Stimulated Emission in Microwave
  Solid-State Resonator of the Nonautonomous Phaser Generator",nlin.CD cond-mat.other physics.optics,"  The microwave phonon stimulated emission (SE) has been experimentally and
numerically investigated in a nonautonomous microwave acoustic quantum
generator, called also microwave phonon laser or phaser (see previous works
arXiv:cond-mat/0303188 ; arXiv:cond-mat/0402640 ; arXiv:nlin.CG/0703050)
Phenomena of branching and long-time refractority (absence of the reaction on
the external pulses) for deterministic chaotic and regular processes of SE were
observed in experiments with various levels of electromagnetic pumping. At the
pumping level growth, the clearly depined increasing of the number of
coexisting SE states has been observed both in real physical experiments and in
computer simulations. This confirms the analytical estimations of the branching
density in the phase space. The nature of the refractority of SE pulses is
closely connected with the pointed branching and reflects the crises of strange
attractors, i.e. their collisions with unstable periodic components of the
higher branches of SE states in the nonautonomous microwave phonon laser.
"
0710.0657,"A Multiresolution Census Algorithm for Calculating Vortex Statistics in
  Turbulent Flows",stat.AP physics.ao-ph,"  The fundamental equations that model turbulent flow do not provide much
insight into the size and shape of observed turbulent structures. We
investigate the efficient and accurate representation of structures in
two-dimensional turbulence by applying statistical models directly to the
simulated vorticity field. Rather than extract the coherent portion of the
image from the background variation, as in the classical signal-plus-noise
model, we present a model for individual vortices using the non-decimated
discrete wavelet transform. A template image, supplied by the user, provides
the features to be extracted from the vorticity field. By transforming the
vortex template into the wavelet domain, specific characteristics present in
the template, such as size and symmetry, are broken down into components
associated with spatial frequencies. Multivariate multiple linear regression is
used to fit the vortex template to the vorticity field in the wavelet domain.
Since all levels of the template decomposition may be used to model each level
in the field decomposition, the resulting model need not be identical to the
template. Application to a vortex census algorithm that records quantities of
interest (such as size, peak amplitude, circulation, etc.) as the vorticity
field evolves is given. The multiresolution census algorithm extracts coherent
structures of all shapes and sizes in simulated vorticity fields and is able to
reproduce known physical scaling laws when processing a set of voriticity
fields that evolve over time.
"
0705.0616,Monitoring Air Moisture with Laser Absorption Spectroscopy,physics.ins-det,"  Determination of air density and the quantitative estimates of water vapour
adsorbed or desorbed by the surface of mass standard, remain the principals
sources of uncertainties when weighing mass standard made from stainless steel
or super alloy. The classical method, for air density determination, use the so
called CIPM-1981/91 formula and the measured air parameters. An other approach
is based only on the results of comparisons, realized successively in air and
in vacuum, between special artefacts. The distribution and the state of water
molecules inside the chamber of mass comparator influence the results of
weighing. Also, the instruments used for air moisture measurement are either,
not very sensitive (capacitive hygrometer) or disturbing for environment
(dew-point hygrometer). To control that, a proposal method is given and
observations of water vapour behaviour inside the enclosure for different
conditions are reported. Keywords. mass metrology, air density, water vapour
"
0705.1215,Kinematic Calibration of the Orthoglide-Type Mechanisms,cs.RO,"  The paper proposes a novel calibration approach for the Orthoglide-type
mechanisms based on observations of the manipulator leg parallelism during
motions between the prespecified test postures. It employs a low-cost measuring
system composed of standard comparator indicators attached to the universal
magnetic stands. They are sequentially used for measuring the deviation of the
relevant leg location while the manipulator moves the TCP along the Cartesian
axes. Using the measured differences, the developed algorithm estimates the
joint offsets that are treated as the most essential parameters to be adjusted.
The sensitivity of the measurement methods and the calibration accuracy are
also studied. Experimental results are presented that demonstrate validity of
the proposed calibration technique.
"
0706.0062,Teleportation of massive particles without shared entanglement,quant-ph cond-mat.other physics.atom-ph,"  We propose a method for quantum state transfer from one atom laser beam to
another via an intermediate optical field, using Raman incoupling and
outcoupling techniques. Our proposal utilises existing experimental
technologies to teleport macroscopic matter waves over potentially large
distances without shared entanglement.
"
1009.0119,"Precursors and Laggards: An Analysis of Semantic Temporal Relationships
  on a Blog Network",cs.SI physics.soc-ph,"  We explore the hypothesis that it is possible to obtain information about the
dynamics of a blog network by analysing the temporal relationships between
blogs at a semantic level, and that this type of analysis adds to the knowledge
that can be extracted by studying the network only at the structural level of
URL links. We present an algorithm to automatically detect fine-grained
discussion topics, characterized by n-grams and time intervals. We then propose
a probabilistic model to estimate the temporal relationships that blogs have
with one another. We define the precursor score of blog A in relation to blog B
as the probability that A enters a new topic before B, discounting the effect
created by asymmetric posting rates. Network-level metrics of precursor and
laggard behavior are derived from these dyadic precursor score estimations.
This model is used to analyze a network of French political blogs. The scores
are compared to traditional link degree metrics. We obtain insights into the
dynamics of topic participation on this network, as well as the relationship
between precursor/laggard and linking behaviors. We validate and analyze
results with the help of an expert on the French blogosphere. Finally, we
propose possible applications to the improvement of search engine ranking
algorithms.
"
0705.0672,Towards a new concept of photomultiplier based on silicon technology,physics.ins-det,"  In order to build a new concept of photomultiplier based on silicon
technology, design and characterization of 5x5 arrays of a new generation of
single photon avalanche diodes (SPAD) manufactured by ST-Microelectronics have
been performed. Single photons sensitivity, dark noise and timing resolution of
the SPAD- STM devices in several experimental conditions have been evaluated.
Moreover, the effects arising from the multiple integration of many elements
and the study of their common read-out have been deeply investigated.
"
0806.4210,Agnostically Learning Juntas from Random Walks,cs.LG,"  We prove that the class of functions g:{-1,+1}^n -> {-1,+1} that only depend
on an unknown subset of k<<n variables (so-called k-juntas) is agnostically
learnable from a random walk in time polynomial in n, 2^{k^2}, epsilon^{-k},
and log(1/delta). In other words, there is an algorithm with the claimed
running time that, given epsilon, delta > 0 and access to a random walk on
{-1,+1}^n labeled by an arbitrary function f:{-1,+1}^n -> {-1,+1}, finds with
probability at least 1-delta a k-junta that is (opt(f)+epsilon)-close to f,
where opt(f) denotes the distance of a closest k-junta to f.
"
0704.3316,Vocabulary growth in collaborative tagging systems,cs.IR cond-mat.stat-mech cs.CY physics.data-an,"  We analyze a large-scale snapshot of del.icio.us and investigate how the
number of different tags in the system grows as a function of a suitably
defined notion of time. We study the temporal evolution of the global
vocabulary size, i.e. the number of distinct tags in the entire system, as well
as the evolution of local vocabularies, that is the growth of the number of
distinct tags used in the context of a given resource or user. In both cases,
we find power-law behaviors with exponents smaller than one. Surprisingly, the
observed growth behaviors are remarkably regular throughout the entire history
of the system and across very different resources being bookmarked. Similar
sub-linear laws of growth have been observed in written text, and this
qualitative universality calls for an explanation and points in the direction
of non-trivial cognitive processes in the complex interaction patterns
characterizing collaborative tagging.
"
